0
Altarea SCA
Metropolitano de Lisboa
SGS Nederland Holding BV
SNCF SA
Würth Finance International BV
N
Siemens Financieringsmaatschappij NV
Balder Finland Oyj
AEGON NV
"NOS SGPS, Lisbon"
Abertis Infraestructuras SA
Compagnie de Saint-Gobain SA
EDP - Energias de Portugal SA
Koninklijke Ahold Delhaize NV
Autoroutes du Sud de la France SA
SIG Combibloc PurchaseCo Sà rl
Digital Dutch Finco BV
KION GROUP AG
Robert Bosch Investment Nederland BV
Sanofi SA
Madrileña Red de Gas Finance BV
easyJet FinCo BV
Carrefour SA
Inmobiliaria Colonial SOCIMI SA
EON SE
SBB Treasury Oyj
Covivio SA
Publicis Groupe SA
Danfoss Finance I BV
CRH SMW Finance DAC
AXA SA
WPP Finance SA
Repsol International Finance BV
LYB International Finance II BV
LEG Immobilien SE
John Deere Cash Management Sarl
Eesti Energia AS
Covivio Hotels SCA
Stellantis NV
ISS Finance BV
Vienna Insurance Group AG Wiener Versicherung Gruppe
APRR
PartnerRe Ireland Finance DAC
Hannover Rück SE
KELAG-Kärntner Elektrizitäts-AG
Nokia Oyj
Südzucker International Finance BV
L'Air Liquide - Société Anonyme pour l'Étude et l'Exploitation des Procédés Geor
Sagax EURO MTN NL BV
Iberdrola International BV
Vivendi SA
Allianz Finance II BV
"Nederlandse Gasunie, NV"
Suez SA
Daimler AG
Bertelsmann SE & Co KGaA
Covestro AG
Digital Intrepid Holding BV
CNH Industrial Finance EuroSA
Akelius Residential Property Financing BV
Conti-Gummi Finance BV
Schlumberger Finance France SAS
Metsä Board Oyj
BRISA - Concessao Rodoviar
Západoslovenská energetika AS
Telecom Italia Finance SA
Teréga SAS
HeidelbergCement AG
Mohawk Capital Finance SA
OMV AG
Unibail-Rodamco-Westfield SE
Citycon Treasury BV
Barry Callebaut Services NV
Grand City Properties SA
Coentreprise de Transport d'Electricite SA (CTE)
METRO AG
Prosus NV
Signify NV
Airbus Group Finance BV
RELX Finance BV
Fingrid Oyj
Deutsche Börse AG
Mondelez International Holdings Netherlands BV
WPC Eurobond BV
alstria office REIT-AG
Teollisuuden Voima Oyj
Bouygues SA
EXOR NV
Deutsche Wohnen SE
Dassault Systemes SE
Naturgy Capital Markets SA
REN Finance BV
Albemarle New Holding GmbH
Linde Finance BV
Elia Transmission Belgium NV
Air Liquide Finance
SAGESS - Société Anonyme de Gestion de Stocks de Sécurité
Czech Gas Networks Investments Sà rl
Daimler International Finance BV
Novomatic AG
Arkema SA
Kojamo Oyj
Global Switch Finance BV
BMW Finance NV
ArcelorMittal SA
Vonovia SE
Upjohn Finance BV
Ignitis Group UAB
Corporacion de Reservas Estrategecias de Productos Petroliferos
Carmila SAS
Wolters Kluwer NV
Renault SA
Energie AG Oberösterreich
Orange SA
Elia Transmission Belgium
LSEG Netherlands BV
Volkswagen International Finance NV
Infineon Technologies AG
ACS Servicios Comunicaciones y Energ
CNH Industrial Finance Europe SA
TenneT Holding BV
Koninklijke KPN NV
Stora Enso Oyj
Alstom SA
Telefonica Emisiones SAU
Deutsche Telekom International Finance BV
Ceetrus SA
ZF Europe Finance BV
Anheuser-Busch InBev SA/NV
EWE AG
Heineken NV
Whirlpool EMEA Finance Sà rl
BAT Netherlands Finance BV
Heimstaden Bostad Treasury BV
ADLER Group SA
Wizz Air Finance Company BV
Merlin Properties SOCIMI SA
Brenntag Finance BV
SPP Infrastructure Financing BV
Schneider Electric SE
UPM Kymmene Corp
Telekom Finanzmanagement GmbH
Mapfre SA
Elia Group SA
