0
Deutsche Bahn Finance GmbH
Deutsche Post Finance BV
Bertelsmann SE &
Lanxess
Deutsche Post 
BMW Finance NV
Robert Bosch Investment
Vier Gas Transport GmbH
Robert Bosch
Bayer Capital Corp BV
Volkswagen International Finance Nv
Evonik Industries
Infineon Technologies
Worth Finance International BV
Eurogrid 
Merck Financial Services GmbH
alstria office REIT
Covestro 
HeidelbergCement 
Henkel AG &
Sodzucker Intl Finance B.V.
Knorr
Hella
E.ON
Brenntag Finance BV
Hannover Re
Amphenol Technologies Holding GmbH
Fresenius Medical Care 
Fresenius
ZF Europe Finance BV
TLG IMMOBILIEN AG
Lufthansa
Continental AG
Albemarle
Conti
MTU Aero Engines
Bayer
Adidas
KION Group
Ferrovial Emisiones
Abertis 
MAPFRE
Corporacion de Reservas Estrategicas de Productos Petroliferos
Inmobiliaria Colonial
Telefnica Europe B.V.
Naturgy Capital Markets
Telefonica Emisiones SA
Naturgy Finance BV
Red Eléctrica Group 
Repsol International Finance 
Iberdrola International BV
Enags Financiaciones S.A.U.
Redexis Gas Finance B.V.
Cellnex Telecom 
Amadeus Capital Markets SA
Merlin Properties 
Iberdrola Finanzas
Madrilea Red de Gas Fin. B.V.
Prosegur Cash
Prosegur - C=a de Seguridad SA
ACS Servicios
Amadeus IT Group 
"CEPSA Finance, S.Aflds"
International Airlines Group
Red Eléctrica de España
"ACS, Act.de Constr.y Serv. SA"
El Corte Inglés
Nortegas Energia Distribucion
Cellnex Telecom
KELAG-Kärntner Elektrizitäts-Aktiengesellschaft
NOVOMATIC 
STRABAG SE
Borealis
Vienna Insurance Group 
Kojamo
"Metsa Board OYJ, Espoo"
DNA
Energieanbieter in Oberösterreich
OMV 
EVN Group
Telekom Finanzmanagement GmbH
Fingrid
Erdöl-Lagergesellschaft m.b.H.
Ryanair 
Sampo 
Verbund
Teollisuuden Voima
ESB Finance DAC
Kerry Group Financial Services
Eesti Energia
DAA Finance PLC
PartnerRe Ireland Finance DAC
Eaton Capital Unlimited Co
CRH Finance DAC
Gas Networks Ireland
Fresenius Finance Ireland Bonds
"Nokia Oyj, Espoo"
Elisa 
Liberty Mutual Finance Europe
Stora Enso
Metso Outotec
Ignitis grupė
Elering A.S.
Fortum 
Zurich Finance (Ireland) Designated
Atlas Copco Finance DAC
CA Immo
Mondi Finance
SATO 
CRH Finance DAC 
CRH Finland Services Oyj
UNIQA Group 
Glencore Capital Finance DAC
Immofinanz
UPM
Hemso Treasury OYJ
BALDER FINLAND OYJ
SBB Treasury Oyj
Orange Com
Engie Alliance GIE
La Poste
Veolia
Compagnie Fin. Ind. Autoroutes
Autoroutes 
SUEZ
Electricit de France (E.D.F.)
RTE 
SOCIETE ANONYME DE GESTION DES STOCKS DE SECURITE (SAGESS)
ENGIE
Bouygues Group
Aéroports de Paris
Eutelsat
Air Liquide Finance
Air Liquide 
Gecina
Danone
Schneider Electric Global
Sanofi
Valeo 
EssilorLuxottica
LVMH
Pernod Ricard
Kering
Wendel 
INFRA PARK
Klépierre
Mercialys
SOCIETE FONCIERE LYONNAISE
Publicis Groupe
Arkema
Edenred
TOTAL INFRASTRUCTURES GAZ FRANCE
Carmila
SOCIETE DES AUTOROUTES DU NORD ET DE L EST DE LA FRANCE (SANEF)
Legrand 
Covivio EN
Vivendi
JCDecaux
SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
RATP Group
Capgemini
Groupe Renault
Coentreprise de Transport d'Electricit
Holding d'Infrastructures de Transport SASU 
Thales Group
Unibail-Rodamco-Westfield
Carrefour Group
"Altareit SCA, Paris"
Compagnie Générale des Etablissements Michelin Clermont
Covivio EN
VINCI
"Atos SE, Bezons"
Dassault Systèmes®
"Worldline S.A., Bezons"
Alstom
Ceetrus
SOCIETE NATIONALE SNCF
Auchan 
Teleperformance
ALTAREA
Safran is
Total Capital SA
Total Capital International SA
Sodexo
WPP Finance SA
AXA
Saint-Gobain
Schlumberger Finance France SAS
Firmenich Productions SAS 
Autostrade per l'Italia
ENEL Finance Intl N.V.
Enel
Terna spa
Leonardo 
Assicurazioni Generali
TIM
Snam home
Hera
Eni
Ferrovie dello Stato Ital.SpA
A2A S.p.A.
Iren
Acea
2i Rete Gas
Buzzi Unicem Italia 
Italgas
Atlantia
Aeroporti di Roma
Esselunga
ERG 
RAI
INWIT
Poste Italiane 
