0
Czech Gas Networks Investments S.a.r.l.
Upjohn Finance BV
ISS Finance B.V.
NE Property B.V.
PROSUS N.V
Heimstaden Bostad Treasury B.V.
Akelius Residential Property Finance B.V.
Bevco Lux SARL
STG Global Finance BV
CTP B.V.
Diageo Capital BV
Global Switch Finance B.V.
BP Capital Markets PLC
Digital Intrepid Holding BV
Wizz Air Finance Company B.V.
SAGAX EURO MTN NL B.V. 
H&M Finance B.V. 
EasyJet FinCo BV
DSV Panalpina Finance B.V.
Simon International Finance
Imperial Brands Finance Netherlands B.V.
LSEG Netherlands BV
SGS Nederland Holding BV
Danfoss Finance I BV
Danfoss Finance II BV
EWE AG
Daimler AG
METRO AG
SAP SE
Deutsche Brse AG
Vonovia Finance B.V.
Evonik Finance B.V.
BASF Finance Europe N.V.
Daimler Intl Finance B.V.
Allianz Finance II B.V.
K+S Aktiengesellschaft
Linde Finance B.V.
BASF SE
Siemens Financieringsmaatschappij N.V.
LEG Immobilien AG
Deutsche Wohnen AG
Schaeffler AG
HOCHTIEF AG
"Deutsche Telekom AG, Bonn"
Vonovia SE
Vantage Towers AG
Talanx AG
E.ON Intl Finance B.V.
EnBW International Finance BV
innogy Finance B.V.
Deutsche Telekom Intl Fin.B.V.
Deutsche Bahn Finance Gmbh
Deutsche Post Finance B.V.
Bertelsmann SE  KGaA
LANXESS AG
Deutsche Post AG
BMW Finance N.V.
Robert Bosch Invest.Nedld.B.V.
Vier Gas Transport GmbH
Robert Bosch GmbH
Bayer Capital Corp. B.V.
Volkswagen Intl Finance N.V.
Evonik Industries AG
Infineon Technologies AG
Worth Finance International BV
Eurogrid GmbH
Merck Financial Services GmbH
alstria office REIT-AG
Covestro AG
HeidelbergCement AG
Henkel AG  KGaA
Sodzucker Intl Finance B.V.
Knorr-Bremse AG
HELLA GmbH & Co. KGaA
E.ON SE
Brenntag Finance B.V.
"Hannover Rueck SE, Hanover"
Amphenol Technologies Holding GmbH
"Fresenius Medical Care AG and Co. KGaA, Bad Homburg"
Fresenius SE & Co. KGaA
ZF Europe Finance B.V
TLG IMMOBILIEN AG
Deutsche Lufthansa AG
Continental AG
Albemarle New Holding GmbH
"Conti-Gummi Finance B.V., Amsterdam"
MTU Aero Engines AG
Bayer AG
adidas AG
Kion Group AG
"Ferrovial Emisiones, S.A."
Abertis Infraestructuras SA
Mapfre SA
Corporacion de Reservas Estrategicas de Productos Petroliferos
"Inmobiliaria Colonial, Socimi SA"
Telefnica Europe B.V.
Naturgy Capital Markets S.A.
Telefonica Emisiones S.A.U.
Naturgy Finance B.V.
Red Elctrica Financ. S.A.U.
Repsol Intl Finance B.V.
Iberdrola International B.V.
Enags Financiaciones S.A.U.
Redexis Gas Finance B.V.
Cellnex Telecom S.A.
Amadeus Capital Markets S.A.U.
Merlin Properties SOCIMI S.A.
Iberdrola Finanzas S.A.U.
Madrilea Red de Gas Fin. B.V.
Prosegur Cash S.A.
Prosegur - C=a de Seguridad SA
"ACS Servicios Comunicaciones y Energia, S.L., Madrid"
"Amadeus IT Group SA, Madrid"
"CEPSA Finance, S.Aflds"
International Consolidated Airlines Group
Red Electrica Corporacion SA
"ACS, Act.de Constr.y Serv. SA"
El Corte Ingle S.A.
Nortegas Energia Distribution
"Cellnex Finance Company S.A.U., Madrid  "
KELAG-Krntner Elektrizitts- Aktiengesellschaft
NOVOMATIC AG
STRABAG SE
Borealis AG
Vienna Insurance Group AG
Kojamo Oyj
"Metsa Board OYJ, Espoo"
DNA Oyj
Energie AG Obersterreich
OMV AG
EVN AG
Telekom Finanzmanagement GmbH
Fingrid Oyj
Erdl-Lagergesellschaft m.b.H.
Ryanair DAC
Sampo OYJ
Verbund AG
Teollisuuden Voima Oyj
ESB Finance DAC
Kerry Group Financial Services
Eesti Energia AS
DAA Finance PLC
PartnerRe Ireland Finance DAC
Eaton Capital Unlimited Co.
CRH Finance DAC
Gas Networks Ireland
Fresenius Finance Ireland PLC
"Nokia Oyj, Espoo"
Elisa Oyj
Liberty Mutual Fin.Europe DAC
Stora Enso Oyj
Metso Outotec
Ignitis Grupe UAB
Elering A.S.
"Fortum Oyj, Helsinki"
Zurich Finance (Ireland) DAC
Atlas Copco Finance DAC
CA Immobilien Anlagen AG
Mondi Finance
SATO Oyj
CRH SMW Finance DAC
CRH Finland Services OYJ
UNIQA Insurance Group AG
Glencore Capital Finance DAC
Immofinanz AG
UPM-Kymmene OYJ
Hemso Treasury Oyj
BALDER FINLAND OYJ
SBB Treasury Oyj
Orange S.A.
Engie Alliance GIE
La Poste
Veolia Environnement S.A.
Compagnie Fin. Ind. Autoroutes
Autoroutes du Sud de la France
Suez S.A.
Electricit de France (E.D.F.)
RTE EDF TRANSPORT
SOCIETE ANONYME DE GESTION DES STOCKS DE SECURITE (SAGESS)
Engie S.A.
Bouygues S.A.
AEROPORTS DE PARIS
Eutelsat S.A.
Air Liquide Finance
Air Liquide S.A.
GECINA
DANONE
Schneider Electric SE
Sanofi S.A.
Valeo S.A.
EssilorLuxottica S.A.
LVMH Mo t Henn. L. Vuitton SE
Pernod-Ricard S.A.
Kering S.A.
Wendel S.A.
INFRA PARK
Klepierre
Mercialys
SOCIETE FONCIERE LYONNAISE SA
Publicis Groupe S.A.
ARKEMA SA
Edenred S.A.
TOTAL INFRASTRUCTURES GAZ FRANCE
CARMILA
SOCIETE DES AUTOROUTES DU NORD ET DE L EST DE LA FRANCE (SANEF)
Legrand S.A.
Covivio S.A.
Vivendi S.A.
JCDECAUX SA
SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
Regie Autonome des Transports Parisiens (RATP)
CAP GEMINI
RENAULT SA
Coentreprise de Transport d'Electricit
Holding d Infrastructures de Transport S.A.S
THALES
Unibail-Rodamco SE
Carrefour SA
"Altareit SCA, Paris"
"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
"Covivio Hotels SACA, Paris"
VINCI
"Atos SE, Bezons"
Dassault Systemes
"Worldline S.A., Bezons"
Alstom S.A.
Ceetrus S.A
Socit Nationale SNCF SA
Auchan Holding SA
Teleperformance SE
ALTAREA
Safran SA
Total Capital S.A.
Total Capital International S.A.
SODEXO SA
WPP Finance S.A.
AXA S.A.
Compagnie de Saint-Gobain S.A.
Schlumberger Fin. France SAS
Firmenich Productions Participations S.A.S
Autostrade per L'Italia S.p.A.
ENEL Finance Intl N.V.
ENEL S.p.A.
Terna Rete Elettrica Nazio.SpA
Leonardo S.p.A.
Assicurazioni Generali S.p.A.
Telecom Italia S.p.A.
Snam S.p.A.
Hera S.p.A.
ENI S.p.A.
Ferrovie dello Stato Ital.SpA
A2A S.p.A.
Iren S.p.A.
ACEA S.p.A.
2i Rete Gas S.p.A.
"Buzzi Unicem S.p.A., Casale Monferrato"
Italgas S.P.A.
Atlantia S.p.A.
Aeroporti di Roma S.p.A.
Esselunga S.p.A.
ERG S.p.A
RAI - RADIOTELEVISIONE ITALIANA SPA
Infrastrutture Wireless Italiane S.p.A
Poste Italiane S.p.A.
